model,embedding_lags,tcn_channels,tcn_levels,tcn_kernel,embedding_column,rubert_table,music_table,y_group,split,seed,test_fraction,test_games,test_rows,merge_identical_embeddings,dropout,lr,weight_decay,epochs_ran,best_val_mae_norm_macro,standardize_x,standardize_y,y_column,mae,medae,abs_err_p90,rmse,r2,explained_variance,max_abs,pearson
tcn_torch,8,512,8,3,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,41,0.2,3,780,True,0.1,0.001,0.0001,33,0.47787753,False,True,rms_max,0.8396462885385307,0.23822325468063354,6.676110196113586,1.813495397567749,0.004685640335083008,0.005204141139984131,6.681436538696289,0.10176690421088391
tcn_torch,8,512,8,3,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,41,0.2,3,780,True,0.1,0.001,0.0001,33,0.47787753,False,True,rms_std,0.7972619805735751,0.1742178052663803,7.661894059181213,1.9690814018249512,-0.0489882230758667,0.015329539775848389,7.686915397644043,0.1403323925902719
tcn_torch,8,512,8,3,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,41,0.2,3,780,True,0.1,0.001,0.0001,33,0.47787753,False,True,dyn_range_p95_p05,0.7548429196628813,0.1405574306845665,6.996646308898926,1.8340977430343628,-0.015958189964294434,0.004760146141052246,7.00091028213501,0.10499536838685887
tcn_torch,8,512,8,3,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,41,0.2,3,780,True,0.1,0.001,0.0001,33,0.47787753,False,True,rms_p05,0.3911110247270419,0.12897146493196487,2.5222708702087404,0.7203102707862854,-0.13550806045532227,-0.09516143798828125,2.544910192489624,-0.13796983442807556
tcn_torch,8,512,8,3,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,41,0.2,3,780,True,0.1,0.001,0.0001,33,0.47787753,False,True,rms_mean,0.2707907593474747,0.13862016052007675,0.7784814953804016,0.4396778643131256,-0.09785997867584229,-0.09127581119537354,2.1892049312591553,0.05645538907257692
tcn_torch,8,512,8,3,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,41,0.2,3,780,True,0.1,0.001,0.0001,33,0.47787753,False,True,duration_sec,54.29403528066782,50.609710693359375,102.42580337524414,61.15978240966797,-0.022774457931518555,-0.004690885543823242,131.74351501464844,0.048717512463835155
tcn_torch,8,512,8,3,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,41,0.2,3,780,True,0.1,0.001,0.0001,33,0.47787753,False,True,rms_p95,0.4576311315242679,0.15297314524650574,2.558842492103577,0.8557952642440796,0.023007214069366455,0.02303081750869751,2.580338716506958,0.15176683622140755
tcn_torch,8,512,8,3,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,41,0.2,3,780,True,0.1,0.001,0.0001,33,0.47787753,False,True,tempo,0.6417821848239654,0.5909159481525421,1.4763095378875728,0.7400377988815308,-2155371.5,-2151523.25,1.623957872390747,0.3969919245074149
tcn_torch,8,512,8,3,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,41,0.2,3,780,True,0.1,0.001,0.0001,33,0.47787753,False,True,beat_strength_mean,0.7748768183844499,0.524763286113739,2.369875228404999,1.0844402313232422,-0.7079958915710449,-0.015886783599853516,3.2065439224243164,0.25616225983381813
tcn_torch,8,512,8,3,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,41,0.2,3,780,True,0.1,0.001,0.0001,33,0.47787753,False,True,beat_strength_std,0.901382902957117,0.9013714790344238,1.614013350009918,1.0178617238998413,-2.606579542160034,-0.039009928703308105,1.9186787605285645,0.261739650211546
