model,embedding_lags,lstm_hidden,lstm_layers,embedding_column,rubert_table,music_table,y_group,split,seed,test_fraction,test_games,test_rows,merge_identical_embeddings,dropout,lr,weight_decay,epochs_ran,best_val_mae_norm_macro,standardize_x,standardize_y,y_column,mae,medae,abs_err_p90,rmse,r2,explained_variance,max_abs,pearson
lstm_torch,4,1024,2,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,41,0.2,3,780,True,0.1,0.001,0.0001,18,0.41352797,False,True,rms_max,0.7914038305887237,0.15719710290431976,6.9440425157547,1.840188980102539,-0.02483081817626953,-0.0004156827926635742,6.966498851776123,0.006148394178244825
lstm_torch,4,1024,2,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,41,0.2,3,780,True,0.1,0.001,0.0001,18,0.41352797,False,True,rms_std,0.722805118368855,0.07080656662583351,7.577925300598144,1.9502547979354858,-0.02902507781982422,0.00014454126358032227,7.5938897132873535,0.019595208390001444
lstm_torch,4,1024,2,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,41,0.2,3,780,True,0.1,0.001,0.0001,18,0.41352797,False,True,dyn_range_p95_p05,0.7237394081810729,0.09459073841571808,7.164619636535645,1.866078495979309,-0.0516970157623291,-0.0016971826553344727,7.178199768066406,-0.03715442393674483
lstm_torch,4,1024,2,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,41,0.2,3,780,True,0.1,0.001,0.0001,18,0.41352797,False,True,rms_p05,0.3339964706498461,0.08226430043578148,2.5558584570884704,0.71111661195755,-0.10670685768127441,0.005954444408416748,2.5641908645629883,0.17255727393660475
lstm_torch,4,1024,2,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,41,0.2,3,780,True,0.1,0.001,0.0001,18,0.41352797,False,True,rms_mean,0.23549462738805094,0.1345582902431488,0.6326526254415512,0.4158915877342224,0.01771378517150879,0.02220553159713745,2.3405189514160156,0.16576448696305457
lstm_torch,4,1024,2,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,41,0.2,3,780,True,0.1,0.001,0.0001,18,0.41352797,False,True,duration_sec,55.303742081079726,47.01050567626953,97.0041145324707,61.20059585571289,-0.024139881134033203,-0.014348983764648438,136.20364379882812,-0.17684972558599305
lstm_torch,4,1024,2,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,41,0.2,3,780,True,0.1,0.001,0.0001,18,0.41352797,False,True,rms_p95,0.4585907344885457,0.1810760349035263,2.7342803478240967,0.8704122304916382,-0.010651946067810059,0.006032228469848633,2.7626049518585205,0.07801280227411064
lstm_torch,4,1024,2,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,41,0.2,3,780,True,0.1,0.001,0.0001,18,0.41352797,False,True,tempo,0.10916161518066357,0.04888460040092468,0.41424856483936306,0.17735418677330017,-123792.375,-107594.09375,0.8343136310577393,0.5579958616247908
lstm_torch,4,1024,2,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,41,0.2,3,780,True,0.1,0.001,0.0001,18,0.41352797,False,True,beat_strength_mean,0.7781175934829009,0.5499281883239746,2.07324937582016,0.9900769591331482,-0.42368388175964355,0.10620200634002686,2.697385549545288,0.37943127945692934
lstm_torch,4,1024,2,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,41,0.2,3,780,True,0.1,0.001,0.0001,18,0.41352797,False,True,beat_strength_std,0.5530929170739957,0.5209322273731232,1.1001687705516816,0.6275566220283508,-0.3709568977355957,0.12276619672775269,1.5240254402160645,0.3535705510499451
lstm_torch,4,1024,2,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,41,0.2,3,780,True,0.1,0.001,0.0001,18,0.41352797,False,True,onset_rate_hz,0.36164220806497793,0.39513757824897766,0.5272308766841887,0.3944559395313263,-0.3888341188430786,0.1598203182220459,1.2051503658294678,0.39995440451239483
lstm_torch,4,1024,2,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,41,0.2,3,780,True,0.1,0.001,0.0001,18,0.41352797,False,True,spectral_bandwidth_std,0.12112006403696843,0.1260247826576233,0.14835122674703588,0.1460733264684677,-41064604.0,-31165948.0,0.7652484178543091,0.21373156449663364
lstm_torch,4,1024,2,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,41,0.2,3,780,True,0.1,0.001,0.0001,18,0.41352797,False,True,spectral_flatness_mean,0.193344648141796,0.06577650085091591,1.15797980427742,0.41461890935897827,-0.11299574375152588,0.008534014225006104,1.236979603767395,0.14031310365178964
lstm_torch,4,1024,2,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,41,0.2,3,780,True,0.1,0.001,0.0001,18,0.41352797,False,True,spectral_rolloff_std,0.23996157034849508,0.29103460907936096,0.3125481516122818,0.26273518800735474,-5497100288.0,-2979017984.0,0.7756791114807129,0.26973899408887925
lstm_torch,4,1024,2,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,41,0.2,3,780,True,0.1,0.001,0.0001,18,0.41352797,False,True,spectral_centroid_p95,0.13581290871669086,0.05500727891921997,0.45739659219980233,0.19726969301700592,-11493070848.0,-6045564928.0,0.7373373508453369,0.38957993159651966
