model,embedding_lags,tf_window,tf_d_model,tf_layers,tf_heads,tf_dim_ff,embedding_column,rubert_table,music_table,y_group,split,seed,test_fraction,test_games,test_rows,merge_identical_embeddings,dropout,lr,weight_decay,epochs_ran,best_val_mae_norm_macro,standardize_x,standardize_y,y_column,mae,medae,abs_err_p90,rmse,r2,explained_variance,max_abs,pearson
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,rms_max,0.8827137189678466,0.3016733378171921,6.959547734260559,1.8798434734344482,-0.06947517395019531,-0.05482685565948486,7.183793067932129,-0.22588665310525965
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,rms_std,0.8224670452304567,0.19749463349580765,7.656904292106629,2.0022778511047363,-0.08465588092803955,-0.04616808891296387,7.940873146057129,-0.16007952039609766
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,dyn_range_p95_p05,0.90429195617445,0.3000442534685135,7.1735836267471305,1.9182665348052979,-0.11134457588195801,-0.0871042013168335,7.414941787719727,-0.2511128031052751
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,rms_p05,0.3489159145983509,0.15040241926908493,2.393966317176819,0.6894102692604065,-0.04017508029937744,0.03234761953353882,2.585958957672119,0.18951740486018395
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,rms_mean,0.2945085077952498,0.2270573303103447,0.623008251190185,0.45734500885009766,-0.18786108493804932,-0.17347025871276855,2.631578207015991,-0.08522804724680744
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,duration_sec,63.60806170243483,63.28977584838867,128.25640029907225,74.93266296386719,-0.5352898836135864,-0.5167169570922852,171.2861328125,-0.15293378272055133
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,rms_p95,0.6481060990490592,0.3509077876806259,2.8875443100929257,0.9996209144592285,-0.3329758644104004,-0.32962214946746826,3.1425654888153076,-0.3064878840617734
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,tempo,0.34458791965093366,0.3695397973060608,0.6775688946247099,0.4119798541069031,-667983.6875,-299894.59375,0.8429331183433533,0.3038574064251712
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,beat_strength_mean,0.7007369641310129,0.6017963588237762,1.8606589555740356,0.8909766674041748,-0.15294432640075684,0.024505674839019775,2.679168224334717,0.16999697401609243
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,beat_strength_std,0.6239192308523716,0.619602382183075,1.257097578048706,0.7089180946350098,-0.749484658241272,0.07665163278579712,1.5596394538879395,0.3129059929287429
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,onset_rate_hz,0.33371222663002137,0.32855290174484253,0.6372743368148803,0.3924325108528137,-0.3746222257614136,-0.3608177900314331,1.1387953758239746,-0.0551761719805449
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,spectral_bandwidth_std,0.18156950462322968,0.1711837649345398,0.3875953137874603,0.21931593120098114,-92569120.0,-92436928.0,0.8335345387458801,-0.5541484787351486
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,spectral_flatness_mean,0.21734319413797212,0.10561856999993324,1.1075803220272062,0.3958524167537689,-0.014522910118103027,0.04207819700241089,1.3804881572723389,0.2086677875534686
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,spectral_rolloff_std,0.2654150102383051,0.271150678396225,0.5459452629089354,0.32075273990631104,-8192905216.0,-2968753152.0,0.6432653665542603,0.2689310150424779
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,spectral_centroid_p95,0.14391689262329005,0.13781195878982544,0.30819539725780465,0.1734376698732376,-8883869696.0,-8716342272.0,0.708914577960968,0.16921500770652503
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,spectral_flatness_p50,0.24587681954428076,0.13126780837774277,0.8716975659132001,0.37587401270866394,-0.34088730812072754,-0.0035191774368286133,1.0979068279266357,0.16470489553930237
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,spectral_rolloff_mean,0.20042538692553838,0.195656418800354,0.4084817111492156,0.23661154508590698,-1452235904.0,-1105886720.0,1.0043470859527588,0.23737479830387137
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,spectral_rolloff_p95,0.18015985783094016,0.16174179315567017,0.4069546341896057,0.2181762456893921,-3824938240.0,-2331861504.0,0.7177496552467346,0.10195716075699596
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,spectral_centroid_mean,0.17125074901641943,0.15758377313613892,0.3719526842236518,0.20725135505199432,-4769152512.0,-4601480704.0,0.8270265460014343,0.08671756563800648
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,spectral_zcr_std,0.5469347664871468,0.15916839241981506,3.2802192211151118,1.0554428100585938,-0.0705336332321167,-0.06687474250793457,3.521995782852173,-0.1644531361584933
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,spectral_centroid_p50,0.305138776355829,0.3038237988948822,0.6070479035377502,0.3606776297092438,-5645650432.0,-4600541696.0,0.7698544263839722,0.26414558017255885
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,spectral_flatness_p05,0.20470252248536175,0.09793185070157051,0.7380098760128021,0.3250340223312378,-0.6239455938339233,-0.3905494213104248,0.8291723132133484,-0.5096826005888206
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,spectral_centroid_std,0.17989760706057914,0.16153857111930847,0.3880922228097915,0.21697407960891724,-432087744.0,-219854960.0,0.5512928366661072,0.0667689964638964
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,spectral_bandwidth_p95,0.2791143641639978,0.2946738749742508,0.5311536073684692,0.32236748933792114,-7120650752.0,-6023726080.0,0.8802759647369385,0.19870125788777285
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,spectral_zcr_p50,0.5186504094145046,0.3305714726448059,1.7512478947639465,0.7517059445381165,-0.061279296875,0.05024242401123047,2.492992401123047,0.24851905557977955
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,spectral_bandwidth_p05,0.2542070946250206,0.2472608983516693,0.5260895013809204,0.30931469798088074,-7929231872.0,-3136969984.0,0.6911881566047668,0.4018908512497283
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,spectral_flatness_p95,0.2369860220903483,0.11200935766100883,0.9899251818656921,0.3818713426589966,-0.1289888620376587,0.014559566974639893,1.1774436235427856,0.1542069872716207
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,spectral_zcr_p95,0.513096833620698,0.25545889139175415,2.055303442478179,0.816233217716217,-0.08919477462768555,-0.018329977989196777,2.4441046714782715,0.08012955838851515
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,spectral_flatness_std,0.6116962626982385,0.22668547928333282,3.700252521038055,1.1250184774398804,-0.061063408851623535,-0.05650758743286133,3.830291509628296,-0.16537979508445194
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,spectral_zcr_mean,0.5199895964505581,0.3134002238512039,1.894579970836639,0.7588402032852173,-0.06858515739440918,0.06630182266235352,2.704925537109375,0.2724447211168554
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,spectral_zcr_p05,0.4179940452703681,0.20890453457832336,2.020475101470947,0.7615865468978882,-0.04247844219207764,0.06994402408599854,2.7074942588806152,0.27436488153674526
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,spectral_rolloff_p05,0.18280553699303895,0.16416871547698975,0.4057382196187973,0.2200303077697754,-2704629760.0,-1852103680.0,0.7350152730941772,0.16893992458160495
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,spectral_bandwidth_p50,0.1289030665006393,0.118720144033432,0.2848553508520125,0.1561828851699829,-4521429504.0,-3338879232.0,0.6031033396720886,-0.08207220079983632
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,spectral_rolloff_p50,0.15339576158768092,0.15001487731933594,0.3147768586874008,0.18328875303268433,-1543590656.0,-895174400.0,0.8283699154853821,0.10775865031096955
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,spectral_centroid_p05,0.22970814968530948,0.20519393682479858,0.45549067258834836,0.26835769414901733,-3578362880.0,-2203505920.0,0.5554852485656738,0.26825717564771184
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,spectral_bandwidth_mean,0.1917197742523291,0.18065905570983887,0.39263259172439574,0.22615215182304382,-4467357696.0,-4097561856.0,1.211179494857788,0.04221131867111619
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,mfcc_std_13,0.1416605742313923,0.12131226062774658,0.3498559042811393,0.1771514117717743,-4.536921501159668,-4.225350379943848,0.8291864395141602,-0.0224173564573848
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,mfcc_p95_13,0.21666629310601798,0.19364720582962036,0.4771711528301239,0.26071813702583313,-156.09808349609375,-60.467525482177734,0.7379966378211975,0.30193635274838493
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,mfcc_p95_02,0.13687587143518987,0.11991988122463226,0.32877151817083355,0.16942070424556732,-6909.87548828125,-5963.169921875,0.6388269662857056,-0.525143887031006
transformer_window_torch,4,512,256,4,4,1024,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,40,0.2,3,780,True,0.1,0.001,0.0001,100,0.39300141,False,True,mfcc_p95_01,0.2526896088169171,0.25232474505901337,0.49621796607971186,0.29707393050193787,-1056931.5,-824732.6875,1.0009324550628662,0.23378938396197052
