model,embedding_lags,lstm_hidden,lstm_layers,embedding_column,rubert_table,music_table,y_group,split,seed,test_fraction,test_games,test_rows,merge_identical_embeddings,dropout,lr,weight_decay,epochs_ran,best_val_mae_norm_macro,standardize_x,standardize_y,y_column,mae,medae,abs_err_p90,rmse,r2,explained_variance,max_abs,pearson
lstm_torch,8,512,4,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,39,0.2,3,780,True,0.1,0.001,0.0001,59,0.36396644,False,True,rms_max,0.8065470104944558,0.1593703329563141,6.731012225151062,1.8148800134658813,0.003165304660797119,0.005957365036010742,6.739416122436523,0.24291469822457945
lstm_torch,8,512,4,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,39,0.2,3,780,True,0.1,0.001,0.0001,59,0.36396644,False,True,rms_std,0.7371768509813895,0.09203509986400604,7.690492439270019,1.9722657203674316,-0.05238378047943115,-0.005258798599243164,7.6962761878967285,-0.2563808222719013
lstm_torch,8,512,4,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,39,0.2,3,780,True,0.1,0.001,0.0001,59,0.36396644,False,True,dyn_range_p95_p05,0.7192158138092893,0.0786856859922409,7.072236704826355,1.846015453338623,-0.029204130172729492,0.003106236457824707,7.075963497161865,0.23100772713203238
lstm_torch,8,512,4,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,39,0.2,3,780,True,0.1,0.001,0.0001,59,0.36396644,False,True,rms_p05,0.3439280195842282,0.09729597717523575,2.621891534328461,0.7355425953865051,-0.18404078483581543,-0.08625781536102295,2.6548004150390625,-0.2639898404490523
lstm_torch,8,512,4,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,39,0.2,3,780,True,0.1,0.001,0.0001,59,0.36396644,False,True,rms_mean,0.22457123533225595,0.09892338886857033,0.7349063962697983,0.42952802777290344,-0.04775738716125488,0.0065735578536987305,2.409782648086548,0.081184907871037
lstm_torch,8,512,4,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,39,0.2,3,780,True,0.1,0.001,0.0001,59,0.36396644,False,True,duration_sec,56.4015758612217,44.048492431640625,116.2614021301269,65.11530303955078,-0.15934884548187256,-0.03139317035675049,157.65025329589844,-0.05791895097098553
lstm_torch,8,512,4,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,39,0.2,3,780,True,0.1,0.001,0.0001,59,0.36396644,False,True,rms_p95,0.42968995784385466,0.08436708152294159,2.5335033178329467,0.8566142320632935,0.021136462688446045,0.024019718170166016,2.5441160202026367,0.2694971468430253
lstm_torch,8,512,4,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,39,0.2,3,780,True,0.1,0.001,0.0001,59,0.36396644,False,True,tempo,0.04761650741864473,0.041092485189437866,0.07550030350685118,0.0878501906991005,-30372.859375,-27868.140625,0.8815279603004456,0.1632226300907713
lstm_torch,8,512,4,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,39,0.2,3,780,True,0.1,0.001,0.0001,59,0.36396644,False,True,beat_strength_mean,0.8731099122800888,0.6943721175193787,2.263782870769501,1.1063121557235718,-0.7775874137878418,0.025690019130706787,2.8946685791015625,0.22512496009669344
lstm_torch,8,512,4,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,39,0.2,3,780,True,0.1,0.001,0.0001,59,0.36396644,False,True,beat_strength_std,0.7346592180048808,0.7808074653148651,1.3857069969177247,0.8028603196144104,-1.2438714504241943,0.054421961307525635,1.5294089317321777,0.28126790317549244
lstm_torch,8,512,4,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,39,0.2,3,780,True,0.1,0.001,0.0001,59,0.36396644,False,True,onset_rate_hz,0.34521510041294956,0.373798668384552,0.5292193233966828,0.3808058202266693,-0.2943763732910156,0.07691216468811035,1.1964527368545532,0.2780523337449725
lstm_torch,8,512,4,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,39,0.2,3,780,True,0.1,0.001,0.0001,59,0.36396644,False,True,spectral_bandwidth_std,0.061994611949492726,0.07987156510353088,0.09321285784244536,0.09442160278558731,-17158072.0,-15012533.0,0.7904019355773926,0.28771080754624273
lstm_torch,8,512,4,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,39,0.2,3,780,True,0.1,0.001,0.0001,59,0.36396644,False,True,spectral_flatness_mean,0.2003003735238543,0.061173856258392334,1.1848078906536101,0.4200855791568756,-0.14253854751586914,0.0048773884773254395,1.2573559284210205,0.15113083478176878
lstm_torch,8,512,4,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,39,0.2,3,780,True,0.1,0.001,0.0001,59,0.36396644,False,True,spectral_rolloff_std,0.056155067567641916,0.06516262888908386,0.07816344201564786,0.08352190256118774,-555517760.0,-423499136.0,0.7424790859222412,0.19010182623671945
lstm_torch,8,512,4,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,39,0.2,3,780,True,0.1,0.001,0.0001,59,0.36396644,False,True,spectral_centroid_p95,0.06636182574125436,0.06372693181037903,0.07371887266635893,0.08597534894943237,-2183047680.0,-1364293888.0,0.7227369546890259,0.1334037976232576
lstm_torch,8,512,4,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,39,0.2,3,780,True,0.1,0.001,0.0001,59,0.36396644,False,True,spectral_flatness_p50,0.17686872356451858,0.04050100035965443,0.8548809498548507,0.3562726080417633,-0.20468223094940186,-0.03298163414001465,0.8925937414169312,-0.2149976936566601
lstm_torch,8,512,4,text_emb_concat6_stride4_overlap_mean_max512,text_musics_rubert,music_data,all,leave_games_out,39,0.2,3,780,True,0.1,0.001,0.0001,59,0.36396644,False,True,spectral_rolloff_mean,0.04119549175867668,0.02472063899040222,0.10313006043434143,0.0792207419872284,-162795776.0,-141383408.0,0.7518291473388672,0.3138335138463281
